"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://cilium.io/static/documentation-365b847a8cd156271f59b1518ccb623c.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1028","1028","1028","0.401","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.296","","","","","","1.1","","","","","","https://cilium.io/static/documentation-365b847a8cd156271f59b1518ccb623c.svg","2025-08-10 15:38:46"
"https://cilium.io/static/f449a485f2de06356a473382f87f99ab/09642/bee1.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","4016","4016","4016","1.565","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.278","","","","","","1.1","","","","","","https://cilium.io/static/f449a485f2de06356a473382f87f99ab/09642/bee1.png","2025-08-10 15:38:47"
"https://cilium.io/static/bloomberg-4c36821e2f21158fc58d33210af79bcb.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1313","1313","1313","0.512","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.820","","","","","","1.1","","","","","","https://cilium.io/static/bloomberg-4c36821e2f21158fc58d33210af79bcb.svg","2025-08-10 15:38:47"
"https://cilium.io/industries/cloud-providers/","text/html; charset=UTF-8","200","OK","Indexable","","Cloud Providers","15","139","Discover Cloud Providers use Cilium","35","228","","0","Cloud Providers","15","","0","Hetzner Cloud Adopts Cilium for a Cloud Native Ingress Architecture","67","Empowering Azure’s AKS Clusters with Cilium","43","","","","https://cilium.io/industries/cloud-providers/","","","","","","381353","92013","92013","35.856","","947","129","7.341","41.440","Hard","3.298","1","2","","126","63","0","90.000","64","26","0","25","20","0","","","","","470f9f5315b7928646060b27a070a643","1.150","","","","","","1.1","","","","","","https://cilium.io/industries/cloud-providers/","2025-08-10 15:38:46"
"https://cilium.io/app-653ff9b7ced11447f260.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","28348","28348","28348","11.047","","0","","","","","0.000","1","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.850","","","","","","1.1","","","","","","https://cilium.io/app-653ff9b7ced11447f260.js","2025-08-10 15:38:48"
"https://cilium.io/use-cases/transparent-encryption/","text/html; charset=UTF-8","200","OK","Indexable","","Transparent Encryption","22","206","Encryption without operational headache","39","260","","0","Transparent Encryption","22","","0","How can I encrypt traffic on my clusters while minimizing operational overhead?","79","Who’s using Cilium’s Transparent Encryption?","44","","","","https://cilium.io/use-cases/transparent-encryption/","","","","","","265970","54272","54272","21.149","","447","74","6.041","52.512","Fairly Hard","1.926","1","2","","4","4","0","5.710","64","25","0","15","12","0","","","","","94a9883d20ae76d2952b19fa275a1c1e","1.324","","","","","","1.1","","","","","","https://cilium.io/use-cases/transparent-encryption/","2025-08-10 15:38:47"
"https://cilium.io/industries/ai/","text/html; charset=UTF-8","200","OK","Indexable","","Artificial Intelligence","23","180","Discover Cloud Providers use Cilium","35","228","","0","Artificial Intelligence","23","","0","Fulfilling the Networking Demands of AI/ML Workloads","52","Robust Security for AI/ML Models and Data","41","","","","https://cilium.io/industries/ai/","","","","","","294016","67097","67097","26.147","","1267","184","6.886","36.388","Hard","4.182","1","2","","126","63","0","90.000","61","24","0","24","20","0","","","","","6113e4ba12f77a9aa57078bf7ac2b8a0","0.511","","","","","","1.1","","","","","","https://cilium.io/industries/ai/","2025-08-10 15:38:48"
"https://cilium.io/static/blue-sky-3e5941963f72c4cc04f891ad8259a430.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","606","606","606","0.236","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.200","","","","","","1.1","","","","","","https://cilium.io/static/blue-sky-3e5941963f72c4cc04f891ad8259a430.svg","2025-08-10 15:38:49"
"https://cilium.io/static/linkedin-e5d02dee85aa7c39ceb7612376031afa.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","599","599","599","0.233","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.273","","","","","","1.1","","","","","","https://cilium.io/static/linkedin-e5d02dee85aa7c39ceb7612376031afa.svg","2025-08-10 15:38:49"
"https://cilium.io/use-cases/metrics-export/","text/html; charset=UTF-8","200","OK","Indexable","","Metrics & Tracing Export","24","217","Valuable insights for troubleshooting, optimization, and performance monitoring","79","506","","0","Metrics & Tracing Export","24","","0","Monitor and analyze the performance and behavior of your Cilium-managed Kubernetes environment","94","Who’s using Cilium for Metrics and Tracing Export?","50","","","","https://cilium.io/use-cases/metrics-export/","","","","","","268422","54742","54742","21.332","","484","72","6.722","35.531","Hard","2.122","1","2","","2","2","0","2.860","63","24","0","15","12","0","","","","","ece8b8d89d3c9b950a48ef30c29881c1","1.351","","","","","","1.1","","","","","","https://cilium.io/use-cases/metrics-export/","2025-08-10 15:38:49"
"https://cilium.io/use-cases/multicast/","text/html; charset=UTF-8","200","OK","Indexable","","Multicast","9","83","eBPF-Powered Efficiency for Multicast in Kubernetes","51","334","","0","Multicast","9","","0","Smarter Network Utilization","27","Want to Learn More?","19","","","","https://cilium.io/use-cases/multicast/","","","","","","257289","50576","50576","19.709","","369","58","6.362","43.329","Hard","1.734","1","2","","2","2","0","2.860","63","24","0","14","11","0","","","","","5fd5195a6a6ebfe5cfc423c9ef0d272b","1.436","","","","","","1.1","","","","","","https://cilium.io/use-cases/multicast/","2025-08-10 15:38:49"
"https://cilium.io/get-started/","text/html; charset=UTF-8","200","OK","Indexable","","Cilium - Cloud Native, eBPF-based Networking, Observability, and Security","73","648","Cilium is an open source project to provide networking, security, and observability for cloud native environments such as Kubernetes clusters and other container orchestration platforms.","186","1172","","0","What is Cilium?","15","","0","Use Cases","9","Networking","10","","","","https://cilium.io/get-started/","","","","","","406686","97268","97268","37.904","","761","140","5.436","46.459","Hard","2.368","1","1","","127","63","0","90.000","89","50","0","44","38","0","","","","","c9032467979e0e121da7b335bde28cf9","1.442","","","","","","1.1","","","","","","https://cilium.io/get-started/","2025-08-10 15:38:49"
"https://cilium.io/use-cases/host-firewall/","text/html; charset=UTF-8","200","OK","Indexable","","Host Firewall","13","116","Host Security That Scales With Kubernetes","41","273","","0","Host Firewall","13","","0","How can I secure the host namespace with same consistent security model?","72","Want to Learn More?","19","","","","https://cilium.io/use-cases/host-firewall/","","","","","","257959","51035","51035","19.887","","431","65","6.631","38.953","Hard","1.943","1","2","","2","2","0","2.860","63","24","0","14","11","0","","","","","500f32f8d2de43692a2d23f100076455","1.435","","","","","","1.1","","","","","","https://cilium.io/use-cases/host-firewall/","2025-08-10 15:38:50"
"https://cilium.io/static/digital-ocean-da11b7b0539ce1d95b0f73ea900dbbcc.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.152","","","","","","1.1","","","","","","https://cilium.io/static/digital-ocean-da11b7b0539ce1d95b0f73ea900dbbcc.svg","2025-08-10 15:38:52"
"https://cilium.io/use-cases/network-flow-logs/","text/html; charset=UTF-8","200","OK","Indexable","","Identity-aware L3/L4/DNS Network Flow Logs","42","403","Holistic view of your network traffic","37","223","","0","Identity-aware L3/L4/DNS Network Flow Logs","42","","0","How can you trace traffic to a specific workload in a complex environment?","74","Who’s using Cilium’s for Network Flow logs?","43","","","","https://cilium.io/use-cases/network-flow-logs/","","","","","","269471","55178","55178","21.502","","526","69","7.623","57.240","Fairly Hard","2.073","1","2","","2","2","0","2.860","63","24","0","17","14","0","","","","","a5c56a5994bba31dd5b1d8fdb5ecb008","1.299","","","","","","1.1","","","","","","https://cilium.io/use-cases/network-flow-logs/","2025-08-10 15:38:51"
"https://cilium.io/static/32fb54ad24402286c5a0f0c2c2b70e25/eae98/ogimage.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","53580","53580","53580","20.879","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.266","","","","","","1.1","","","","","","https://cilium.io/static/32fb54ad24402286c5a0f0c2c2b70e25/eae98/ogimage.jpg","2025-08-10 15:38:52"
"https://cilium.io/adopters/","text/html; charset=UTF-8","200","OK","Indexable","","Cilium users and real world case studies","40","356","Discover who is using Cilium in production, their use case, and where you can deploy Cilium","91","576","","0","Adopters","8","","0","Deploy on your preferred cloud","30","Use your favorite Kubernetes distribution","41","","","","https://cilium.io/adopters/","","","","","","1725569","669428","669428","260.865","","2412","340","7.094","52.251","Fairly Hard","5.076","1","1","","127","63","0","90.000","75","40","0","147","139","0","","","","","4df73de3b56d0d7fbf5cfe25b8166e27","1.468","","","","","","1.1","","","","","","https://cilium.io/adopters/","2025-08-10 15:38:51"
"https://cilium.io/events/","text/html; charset=UTF-8","200","OK","Indexable","","Cilium - Cloud Native, eBPF-based Networking, Observability, and Security","73","648","Cloud Native, eBPF-based Networking, Observability, and Security","64","416","","0","","0","","0","Get Hands-On With Cilium","24","","0","","","","https://cilium.io/events/","","","","","","300219","54535","54535","21.251","","414","75","5.520","65.137","Normal","1.563","1","1","","190","63","0","90.000","63","26","0","23","17","0","","","","","51c4ec307889f13933ffa076464d94b7","0.899","","","","","","1.1","","","","","","https://cilium.io/events/","2025-08-10 15:38:53"
"https://cilium.io/industries/media-entertainment/","text/html; charset=UTF-8","200","OK","Indexable","","Media and Entertainment","23","223","Discover how companies in the media and entertainment industry leverage cilium for robust security, scalability, and flexibility at a reduced operational overhead","162","1014","","0","Media and Entertainment","23","","0","Global Content Delivery at Scale with Cilium's Load Balancing","61","Robust Security, Scalability, and Flexibility at a Reduced Operational Overhead","79","","","","https://cilium.io/industries/media-entertainment/","","","","","","368380","96317","96317","37.533","","824","122","6.754","39.609","Hard","3.040","1","2","","126","63","0","90.000","66","29","0","22","18","0","","","","","ef5052e39a071154fbcb9aff1c4c38b3","0.822","","","","","","1.1","","","","","","https://cilium.io/industries/media-entertainment/","2025-08-10 15:38:54"
"https://cilium.io/brand/","text/html; charset=UTF-8","200","OK","Indexable","","Cilium brand guidelines","23","207","Cilium brand guidelines to help you use our brand and assets","60","384","","0","Brands Guidelines","17","","0","Cilium brand","12","Responsive logo","15","","","","https://cilium.io/brand/","","","","","","304974","53925","53925","21.014","","825","109","7.569","100.000","Very Easy","2.098","1","1","","127","63","0","90.000","66","28","0","21","15","0","","","","","8877c44f8a9bac5be4fb9ed81249cff7","0.514","","","","","","1.1","","","","","","https://cilium.io/brand/","2025-08-10 15:38:55"
"https://cilium.io/get-help/","text/html; charset=UTF-8","200","OK","Indexable","","Find out how to get help with Cilium","36","315","Get help with Cilium through slack, training, support, and FAQs","63","393","","0","Find out how to get help with Cilium","36","","0","Telling the Cilium Story","24","Event in a Box","14","","","","https://cilium.io/get-help/","","","","","","274833","53499","53499","20.848","","254","45","5.644","84.531","Easy","1.178","1","1","","145","63","0","90.000","67","25","0","19","15","0","","","","","4a13ffbfa4ac9e21b66037f30bf4d74","0.489","","","","","","1.1","","","","","","https://cilium.io/get-help/","2025-08-10 15:38:56"
"https://cilium.io/framework-0d7243b40ad7690930a9.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","45807","45807","45807","17.850","","0","","","","","0.000","1","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.824","","","","","","1.1","","","","","","https://cilium.io/framework-0d7243b40ad7690930a9.js","2025-08-10 15:38:56"
"https://cilium.io/industries/e-commerce/","text/html; charset=UTF-8","200","OK","Indexable","","E-commerce","10","111","Discover how global e-commerce brands leverage Cilium to build globally distributed services and gain the edge in speed, security and observability","147","930","","0","E-commerce","10","","0","Build Globally Distributed Services. Gain The Edge in Speed, Security, and Observability","88","What Does Cilium Offer the E-commerce Industry?","47","","","","https://cilium.io/industries/e-commerce/","","","","","","329008","74154","74154","28.897","","962","143","6.727","42.151","Hard","3.405","1","2","","126","63","0","90.000","65","28","0","25","19","0","","","","","98663f39a40980b303e5456b913b5056","1.089","","","","","","1.1","","","","","","https://cilium.io/industries/e-commerce/","2025-08-10 15:38:56"
"https://cilium.io/static/youtube-3eaaeb3c54f3634c0f265f136d87ba68.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","624","624","624","0.243","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.273","","","","","","1.1","","","","","","https://cilium.io/static/youtube-3eaaeb3c54f3634c0f265f136d87ba68.svg","2025-08-10 15:38:57"
"https://cilium.io/use-cases/cluster-mesh/","text/html; charset=UTF-8","200","OK","Indexable","","Cluster Mesh","12","117","Unleashing the power of multi-cluster networking with Cilium Cluster Mesh","73","473","","0","Cluster Mesh","12","","0","Seamless connectivity for multiple Kubernetes clusters","54","Who’s using Cilium for Multi Cluster networking?","48","","","","https://cilium.io/use-cases/cluster-mesh/","","","","","","353468","108178","108178","42.155","","1055","155","6.806","48.368","Hard","3.584","1","2","","2","2","0","2.860","64","25","0","21","18","0","","","","","3817f27e30ba20f5561aea05a73a6334","1.333","","","","","","1.1","","","","","","https://cilium.io/use-cases/cluster-mesh/","2025-08-10 15:38:56"
"https://cilium.io/use-cases/ingress/","text/html; charset=UTF-8","200","OK","Indexable","","Ingress","7","66","Enhancing Kubernetes Ingress With Cilium","40","269","","0","Ingress","7","","0","How can I expose my services with a protocol-aware mechanism?","61","Want to Learn More?","19","","","","https://cilium.io/use-cases/ingress/","","","","","","259628","51429","51429","20.041","","467","77","6.065","32.204","Hard","2.102","1","2","","2","2","0","2.860","63","24","0","14","11","0","","","","","af23899f80720045992c942a5f677912","0.495","","","","","","1.1","","","","","","https://cilium.io/use-cases/ingress/","2025-08-10 15:38:57"
"https://cilium.io/static/form3-670b21e9b3d246d964f55e8390363211.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.294","","","","","","1.1","","","","","","https://cilium.io/static/form3-670b21e9b3d246d964f55e8390363211.svg","2025-08-10 15:38:58"
